"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"5098",6,6,5,2,8,7,4,3,1,1,8,0.346181865548715
"5099",7,4,4,3,4,4,1,1,3,2,1,0.115429274970666
"5100",6,1,1,1,6,2,1,1,7,3,3,0.434559227433056
"5101",9,1,1,1,1,1,1,1,6,4,7,0.800924837822095
"5102",2,1,1,1,2,1,1,1,6,1,5,0.694344870280474
"5103",4,1,1,1,5,1,1,1,10,4,2,0.631711782189086
"5104",10,10,2,1,7,1,1,1,3,3,9,0.421993983443826
"5105",3,1,1,1,3,3,1,1,5,4,2,0.372196581913158
"5106",2,2,1,1,7,2,1,1,8,6,1,0.0258505516685545
"5107",5,1,1,1,7,2,2,1,3,2,8,0.00982044311240315
"5108",8,2,2,2,9,2,2,2,5,4,3,0.528146114433184
"5109",2,2,2,2,8,6,2,1,5,4,9,0.294977536890656
"5110",7,6,1,1,9,6,6,6,9,6,4,0.262103797635064
"5111",9,6,6,6,7,3,3,2,10,10,4,0.907620126847178
"5112",8,2,2,1,10,10,10,7,7,6,2,0.555940213380381
"5113",7,4,4,4,8,7,4,2,1,1,3,0.531183308921754
"5114",4,3,1,1,10,6,3,1,1,1,6,0.640614767791703
"5115",1,1,1,1,2,1,1,1,9,3,6,0.188682061852887
"5116",2,2,1,1,5,1,1,1,8,2,2,0.884691466810182
"5117",5,2,1,1,6,4,1,1,6,3,7,0.498555345693603
"5118",1,1,1,1,10,4,4,3,6,1,9,0.98172804992646
"5119",10,2,1,1,8,4,4,3,2,1,2,0.560428922530264
"5120",3,1,1,1,10,6,6,2,9,8,6,0.486754308687523
"5121",6,3,2,1,4,2,1,1,2,1,1,0.418692403240129
"5122",7,2,2,2,6,2,2,2,2,1,5,0.98658165265806
"5123",7,2,1,1,7,1,1,1,5,5,8,0.108294061850756
"5124",10,8,3,1,2,1,1,1,9,5,2,0.781957424012944
"5125",1,1,1,1,3,2,2,1,8,1,1,0.00295146903954446
"5126",4,3,3,2,2,1,1,1,1,1,5,0.479192637838423
"5127",8,5,5,5,7,1,1,1,1,1,8,0.691386287799105
"5128",8,5,4,1,10,5,2,2,5,1,8,0.658374540274963
"5129",10,8,5,4,6,6,6,1,8,7,5,0.359472962096334
"5130",9,4,4,3,10,7,4,2,9,8,10,0.9599914024584
"5131",9,8,2,1,8,3,2,1,7,6,4,0.275781814940274
"5132",6,2,1,1,8,6,2,2,10,5,1,0.329609654145315
"5133",9,1,1,1,1,1,1,1,1,1,7,0.63100612279959
"5134",3,2,1,1,1,1,1,1,7,1,2,0.383689468028024
"5135",1,1,1,1,3,2,2,1,8,1,8,0.782319731079042
"5136",9,5,1,1,9,8,8,5,2,2,6,0.390706973848864
"5137",6,3,2,2,3,2,2,1,6,2,10,0.641037751920521
"5138",8,4,3,3,2,2,2,2,4,3,4,0.444140579551458
"5139",2,2,2,1,5,1,1,1,7,6,4,0.427953839069232
"5140",2,1,1,1,3,3,1,1,2,1,2,0.982973587466404
"5141",9,6,6,6,9,3,3,3,2,2,7,0.788480945397168
"5142",5,4,3,3,5,3,1,1,1,1,10,0.724066041409969
"5143",8,6,4,4,8,8,1,1,7,2,8,0.760140579659492
"5144",5,3,1,1,5,1,1,1,8,7,5,0.679954694118351
"5145",4,2,1,1,2,1,1,1,3,2,4,0.835691018728539
"5146",5,3,2,2,4,3,3,3,8,2,8,0.111628899816424
"5147",6,5,4,1,10,10,8,2,4,1,3,0.0368094847071916
"5148",3,1,1,1,9,1,1,1,2,1,5,0.0899405661039054
"5149",7,3,3,3,1,1,1,1,6,6,3,0.987377638928592
"5150",10,8,8,4,10,8,1,1,5,3,6,0.51973866019398
"5151",6,4,2,1,6,6,3,3,4,2,7,0.724473018897697
"5152",10,3,1,1,10,8,6,1,3,3,6,0.167910794727504
"5153",6,3,1,1,7,6,5,5,10,5,2,0.410367473494262
"5154",2,1,1,1,7,1,1,1,7,6,8,0.933374276384711
"5155",6,3,1,1,3,3,3,1,3,3,1,0.103336582658812
"5156",8,7,6,3,7,4,4,1,4,3,9,0.536795937689021
"5157",7,5,5,2,4,4,3,2,2,2,4,0.241092361276969
"5158",5,2,2,2,6,6,4,3,8,8,4,0.571853355504572
"5159",4,2,2,2,5,3,2,1,2,1,4,0.640693302731961
"5160",10,8,4,1,5,2,1,1,9,2,10,0.873898539692163
"5161",2,1,1,1,6,2,1,1,2,2,3,0.151862583355978
"5162",5,1,1,1,1,1,1,1,4,2,4,0.673867198405787
"5163",6,2,1,1,2,1,1,1,6,5,3,0.378631996922195
"5164",1,1,1,1,8,3,1,1,5,5,4,0.257529657334089
"5165",6,1,1,1,6,2,2,2,1,1,1,0.152998260920867
"5166",7,1,1,1,3,2,2,1,9,3,3,0.598539125174284
"5167",10,9,8,2,8,1,1,1,4,3,1,0.26410423591733
"5168",1,1,1,1,9,2,2,2,10,4,3,0.280581156723201
"5169",4,1,1,1,6,5,3,1,2,1,8,0.203573836013675
"5170",2,2,2,2,4,1,1,1,6,3,7,0.920941353775561
"5171",10,6,2,1,10,2,1,1,4,1,3,0.124303847318515
"5172",2,1,1,1,10,6,1,1,10,9,4,0.0232648504897952
"5173",9,9,4,3,7,7,4,2,7,6,1,0.9460536360275
"5174",7,1,1,1,9,2,1,1,2,1,9,0.0586585709825158
"5175",8,2,2,2,3,2,2,1,6,6,5,0.897722288733348
"5176",7,1,1,1,4,2,2,1,5,5,4,0.948685142211616
"5177",8,1,1,1,9,2,1,1,10,10,1,0.315573052503169
"5178",9,6,5,1,8,4,1,1,8,4,6,0.000599841820076108
"5179",2,2,2,1,6,6,5,2,5,5,10,0.838139990810305
"5180",6,6,3,1,9,2,1,1,10,7,1,0.343771151965484
"5181",5,5,1,1,5,1,1,1,9,7,5,0.328935680678114
"5182",9,8,6,1,8,6,4,4,9,4,5,0.686702015344054
"5183",10,7,7,1,8,5,1,1,8,7,1,0.878954239888117
"5184",8,7,5,1,1,1,1,1,10,10,1,0.492649609688669
"5185",2,1,1,1,10,10,4,3,8,7,5,0.649790621828288
"5186",10,10,5,5,8,1,1,1,2,2,7,0.235884747002274
"5187",8,5,1,1,7,4,4,1,8,8,7,0.733505398733541
"5188",6,4,4,1,8,8,6,5,8,4,9,0.971564174862579
"5189",1,1,1,1,1,1,1,1,4,3,3,0.395033583510667
"5190",4,1,1,1,4,2,1,1,5,4,1,0.654555289074779
"5191",1,1,1,1,9,1,1,1,10,10,3,0.36863008630462
"5192",1,1,1,1,4,3,3,3,9,2,5,0.388391802785918
"5193",6,5,1,1,5,2,1,1,1,1,3,0.83282333239913
"5194",1,1,1,1,1,1,1,1,8,7,8,0.516336359782144
"5195",1,1,1,1,7,7,3,3,10,10,7,0.159350445028394
"5196",1,1,1,1,6,5,5,1,6,4,2,0.647923502838239
"5197",3,3,3,3,4,3,3,1,10,1,9,0.308044502045959
"5198",7,6,6,1,6,4,4,2,5,2,10,0.66027870750986
"5199",8,6,2,1,8,2,1,1,6,1,3,0.398625845089555
"5200",10,2,1,1,1,1,1,1,5,3,6,0.158825278514996
"5201",5,3,1,1,1,1,1,1,7,7,3,0.62509576510638
"5202",3,2,2,1,5,2,1,1,5,4,8,0.109901930438355
"5203",2,1,1,1,5,5,2,1,5,4,10,0.166794918011874
"5204",6,4,1,1,4,1,1,1,1,1,10,0.0332086984999478
"5205",4,4,3,1,1,1,1,1,10,9,9,0.95773717504926
"5206",3,3,3,3,3,3,3,2,10,2,7,0.547295876778662
"5207",3,2,1,1,8,7,3,1,8,1,9,0.913149423198774
"5208",2,2,2,2,9,1,1,1,9,5,6,0.864937621634454
"5209",1,1,1,1,2,1,1,1,6,5,1,0.806433425517753
"5210",5,5,1,1,6,2,1,1,10,4,10,0.0254640248604119
"5211",6,1,1,1,5,5,3,3,10,1,8,0.808010683162138
"5212",2,2,2,1,9,5,2,2,5,5,3,0.203917136183009
"5213",2,1,1,1,3,2,2,1,7,7,1,0.775670176139101
"5214",4,1,1,1,7,3,3,2,3,1,2,0.23228178685531
"5215",5,4,3,3,3,1,1,1,8,3,2,0.844793491531163
"5216",4,4,3,2,7,4,2,1,9,7,3,0.370835000183433
"5217",10,5,4,4,9,6,1,1,5,4,8,0.688169552478939
"5218",10,8,7,2,8,6,5,5,1,1,3,0.25136205391027
"5219",10,3,3,3,7,1,1,1,6,3,3,0.587662366684526
"5220",1,1,1,1,9,4,3,3,3,3,6,0.95633048680611
"5221",2,2,2,2,8,3,3,2,8,1,8,0.877050437498838
"5222",3,3,1,1,7,3,3,1,3,2,5,0.989496961003169
"5223",8,6,6,1,5,2,2,1,9,1,3,0.328286352800205
"5224",1,1,1,1,3,3,2,1,8,4,6,0.336012928979471
"5225",8,7,2,2,2,1,1,1,3,2,9,0.515656726434827
"5226",2,1,1,1,1,1,1,1,5,1,2,0.931484237313271
"5227",8,1,1,1,10,9,9,6,5,1,8,0.272400268586352
"5228",1,1,1,1,3,1,1,1,7,6,8,0.848839037818834
"5229",3,1,1,1,2,1,1,1,10,4,3,0.538520752685145
"5230",3,3,2,1,6,2,1,1,3,3,2,0.967441865243018
"5231",2,1,1,1,5,5,5,2,5,1,1,0.26059827581048
"5232",9,5,4,1,1,1,1,1,4,3,7,0.35381450667046
"5233",4,2,2,2,2,1,1,1,7,7,4,0.761880307924002
"5234",3,1,1,1,5,3,1,1,6,6,9,0.418370472732931
"5235",7,2,2,1,8,8,8,6,5,1,1,0.269810360390693
"5236",3,1,1,1,4,3,3,2,1,1,3,0.074849677272141
"5237",5,1,1,1,8,3,1,1,7,6,8,0.301089325686917
"5238",7,4,3,2,9,3,2,1,7,3,6,0.255161890992895
"5239",4,4,3,3,3,1,1,1,4,2,5,0.40309588983655
"5240",8,5,1,1,1,1,1,1,6,3,5,0.824643694795668
"5241",8,5,4,1,4,3,2,1,3,1,3,0.855207685381174
"5242",7,7,2,2,4,4,1,1,3,1,3,0.82389655825682
"5243",3,3,3,2,6,5,3,1,6,3,9,0.932780462549999
"5244",3,2,1,1,1,1,1,1,6,5,2,0.831770227057859
"5245",3,3,3,3,9,4,2,2,9,2,4,0.113663540687412
"5246",4,2,2,2,8,8,2,1,8,1,5,0.629855091450736
"5247",7,6,1,1,9,4,4,1,5,4,2,0.531298796180636
"5248",3,3,3,1,2,2,1,1,4,3,6,0.338270148728043
"5249",7,7,1,1,1,1,1,1,10,5,10,0.298698374303058
"5250",7,3,1,1,1,1,1,1,2,2,1,0.377868162933737
"5251",7,1,1,1,9,5,4,3,6,1,3,0.347943326923996
"5252",3,1,1,1,9,1,1,1,7,6,3,0.66239303862676
"5253",3,2,1,1,8,6,5,1,8,5,4,0.207125110318884
"5254",8,7,7,4,9,4,3,3,5,3,9,0.637207985855639
"5255",3,3,1,1,2,1,1,1,4,1,2,0.237568871118128
"5256",7,4,1,1,1,1,1,1,6,6,10,0.259857716970146
"5257",10,9,4,4,7,6,3,2,5,5,4,0.380286863073707
"5258",2,1,1,1,6,3,3,1,1,1,5,0.5954753709957
"5259",9,3,3,2,10,10,7,4,4,3,9,0.722834507003427
"5260",6,3,1,1,5,3,3,1,8,7,6,0.85040469141677
"5261",1,1,1,1,2,1,1,1,7,1,1,0.110603397712111
"5262",5,1,1,1,9,3,3,1,9,8,4,0.803028366761282
"5263",5,4,4,4,1,1,1,1,8,8,3,0.870759976329282
"5264",9,2,2,1,5,1,1,1,5,1,3,0.244172316743061
"5265",8,7,2,1,9,9,8,7,3,2,10,0.0531709524802864
"5266",7,6,6,3,4,4,1,1,4,3,8,0.557185838231817
"5267",10,4,1,1,3,2,1,1,3,3,4,0.706910770852119
"5268",2,2,1,1,2,2,2,1,5,1,9,0.945743663003668
"5269",1,1,1,1,7,2,2,1,4,4,7,0.284599217353389
"5270",10,6,4,4,4,2,2,1,8,8,6,0.46001362381503
"5271",2,1,1,1,1,1,1,1,3,1,5,0.650074663572013
"5272",1,1,1,1,9,3,1,1,4,3,7,0.0729719356168061
"5273",2,1,1,1,5,2,2,2,4,2,10,0.342911797575653
"5274",10,3,1,1,10,4,3,1,4,3,8,0.471612883498892
"5275",5,3,2,2,6,6,6,5,5,4,1,0.680050454102457
"5276",6,5,5,2,8,1,1,1,8,6,3,0.0470620125997812
"5277",9,8,7,2,7,3,2,2,8,3,10,0.0232443145941943
"5278",9,9,5,4,3,2,1,1,6,6,10,0.502206711564213
"5279",3,2,2,1,1,1,1,1,1,1,4,0.908954425482079
"5280",3,2,2,2,7,1,1,1,8,6,7,0.378133659018204
"5281",5,4,3,1,10,7,7,1,4,4,7,0.950681030051783
"5282",10,2,2,2,2,2,1,1,4,4,4,0.169352523749694
"5283",4,4,3,2,6,6,5,5,9,1,3,0.190962317865342
"5284",2,2,1,1,1,1,1,1,2,2,3,0.237806156277657
"5285",4,3,3,2,6,2,1,1,1,1,3,0.291078140260652
"5286",1,1,1,1,2,1,1,1,10,8,8,0.0602422705851495
"5287",3,1,1,1,10,1,1,1,2,1,8,0.44141058716923
"5288",4,3,2,1,10,2,2,1,3,3,7,0.181384809315205
"5289",5,5,4,4,1,1,1,1,8,8,7,0.926384452031925
"5290",8,5,4,2,10,8,8,4,3,2,2,0.955793039873242
"5291",4,1,1,1,4,4,2,1,7,7,1,0.521326349582523
"5292",9,9,7,7,10,5,4,1,2,2,9,0.880275022704154
"5293",4,2,1,1,10,4,1,1,4,3,10,0.686226865975186
"5294",5,4,4,4,10,8,6,6,3,2,6,0.953596079722047
"5295",9,2,2,2,1,1,1,1,6,4,10,0.285634210566059
"5296",9,8,5,4,9,6,3,2,1,1,9,0.0516213164664805
"5297",1,1,1,1,6,1,1,1,2,1,9,0.408236892195418
"5298",8,1,1,1,3,3,2,2,6,1,6,0.809650188079104
"5299",1,1,1,1,5,3,3,1,3,1,3,0.0853136302903295
"5300",5,3,1,1,4,2,2,1,3,2,6,0.114083798835054
"5301",7,5,4,3,3,1,1,1,9,6,1,0.723605811595917
"5302",4,3,2,2,2,1,1,1,5,1,9,0.706289641791955
"5303",8,7,7,2,3,1,1,1,10,6,6,0.783042980823666
"5304",3,3,3,2,4,4,4,3,7,6,8,0.694164962274954
"5305",6,2,1,1,2,1,1,1,8,5,2,0.0853935310151428
"5306",9,2,2,2,5,4,4,1,6,6,5,0.103831892134622
"5307",4,3,3,3,7,2,1,1,2,1,7,0.349544514436275
"5308",5,2,1,1,8,7,5,1,7,5,6,0.258647182956338
"5309",6,4,2,2,6,4,2,2,9,1,7,0.578687845729291
"5310",6,5,2,1,1,1,1,1,1,1,4,0.357934724073857
"5311",9,3,2,2,4,4,4,2,10,4,7,0.582677158527076
"5312",3,1,1,1,7,7,5,3,2,2,2,0.471251091919839
"5313",5,1,1,1,8,5,1,1,9,9,4,0.122619551140815
"5314",8,3,2,2,1,1,1,1,2,1,10,0.762267137644812
"5315",8,7,1,1,9,5,1,1,9,7,8,0.387935277074575
"5316",9,8,7,6,7,5,3,1,3,1,8,0.12829119246453
"5317",10,5,3,1,7,5,5,1,5,5,8,0.340481838909909
"5318",9,3,2,1,8,6,4,1,9,3,8,0.344673870131373
"5319",2,2,1,1,8,5,5,2,9,7,5,0.717780521837994
"5320",1,1,1,1,6,2,1,1,10,5,1,0.387133810203522
"5321",2,2,2,1,2,2,2,2,2,1,1,0.417136188829318
"5322",6,3,2,1,6,1,1,1,7,3,9,0.814712874591351
"5323",1,1,1,1,6,5,4,3,10,5,5,0.0920990647282451
"5324",4,4,2,1,2,2,2,2,2,1,7,0.44022152852267
"5325",7,3,3,1,1,1,1,1,9,9,10,0.50585429253988
"5326",1,1,1,1,1,1,1,1,1,1,3,0.269957554759458
"5327",5,4,1,1,5,5,4,2,6,4,4,0.760662196204066
"5328",4,3,2,2,4,1,1,1,1,1,7,0.658126823371276
"5329",10,2,2,1,1,1,1,1,3,1,4,0.279869219753891
"5330",10,10,9,1,5,4,1,1,3,2,5,0.816101607866585
"5331",10,6,4,4,7,1,1,1,1,1,4,0.292850927216932
"5332",3,2,1,1,3,2,1,1,10,4,1,0.469751090975478
"5333",4,4,4,2,4,2,2,2,7,7,8,0.988915038993582
"5334",8,5,4,1,9,4,2,1,7,5,9,0.0377432899549603
"5335",1,1,1,1,7,4,2,1,10,1,3,0.0451149698346853
"5336",9,4,2,2,5,1,1,1,6,4,8,0.526205154834315
"5337",10,5,5,1,6,2,1,1,4,2,6,0.928331505972892
"5338",9,6,3,1,2,2,2,2,1,1,4,0.993066395865753
"5339",10,5,3,3,7,4,1,1,9,4,9,0.130884822225198
"5340",7,4,1,1,9,7,7,3,3,3,2,0.951741129858419
"5341",4,4,2,1,9,7,5,3,3,3,6,0.799471721053123
"5342",6,6,2,1,6,3,3,1,10,5,9,0.142492388607934
"5343",6,4,2,2,6,6,4,1,9,8,5,0.516561067430303
"5344",3,3,3,3,1,1,1,1,2,2,7,0.978190914960578
"5345",8,5,1,1,9,3,2,1,5,4,7,0.307554792612791
"5346",2,2,2,1,2,1,1,1,8,1,1,0.124301108764485
"5347",6,2,1,1,6,6,1,1,1,1,2,0.970885206013918
"5348",7,1,1,1,2,1,1,1,5,2,2,0.745834706816822
"5349",1,1,1,1,6,3,2,1,6,6,8,0.459557536290959
"5350",5,1,1,1,1,1,1,1,4,2,3,0.898960995487869
"5351",10,6,2,1,8,1,1,1,2,1,1,0.478939963039011
"5352",3,2,1,1,10,10,5,3,7,6,9,0.332761363126338
"5353",2,2,1,1,7,3,1,1,9,5,3,0.75319515215233
"5354",9,4,4,3,8,5,2,1,4,4,3,0.318727135891095
"5355",3,1,1,1,9,5,5,1,4,1,2,0.634514830773696
"5356",1,1,1,1,10,5,4,2,4,4,5,0.206529112299904
"5357",7,2,1,1,6,1,1,1,1,1,9,0.0359392347745597
"5358",8,1,1,1,1,1,1,1,9,9,2,0.563083374407142
"5359",5,2,1,1,9,1,1,1,2,2,1,0.0848224554210901
"5360",1,1,1,1,3,2,2,2,3,3,10,0.0460807103663683
"5361",4,4,2,1,1,1,1,1,1,1,3,0.563320670742542
"5362",10,3,1,1,3,2,1,1,9,1,8,0.707897070795298
"5363",4,1,1,1,3,2,2,1,9,2,5,0.691844769753516
"5364",2,1,1,1,9,2,1,1,7,4,8,0.0835541160777211
"5365",4,3,2,1,3,2,2,1,4,3,3,0.299246717710048
"5366",2,1,1,1,6,4,2,2,2,2,9,0.366728034568951
"5367",5,4,1,1,1,1,1,1,6,2,10,0.92760686413385
"5368",6,5,4,1,2,1,1,1,10,1,4,0.0886319919954985
"5369",6,2,2,1,8,6,2,2,8,2,6,0.0134528805501759
"5370",7,6,1,1,2,2,1,1,9,2,6,0.923706830712035
"5371",7,4,1,1,6,1,1,1,3,2,4,0.670373899396509
"5372",10,3,1,1,5,4,4,2,1,1,2,0.305167199112475
"5373",4,4,1,1,1,1,1,1,9,9,3,0.703741436824203
"5374",3,3,3,1,8,2,1,1,10,6,8,0.566385624231771
"5375",2,1,1,1,2,1,1,1,6,3,5,0.775570410536602
"5376",7,1,1,1,2,1,1,1,9,3,10,0.245572623796761
"5377",5,4,3,1,6,2,1,1,4,3,2,0.802048579556867
"5378",2,1,1,1,9,2,1,1,5,3,5,0.783475940581411
"5379",3,2,1,1,6,3,2,1,8,4,9,0.904954149853438
"5380",3,3,2,2,10,8,2,2,6,4,3,0.661358474055305
"5381",8,5,3,1,10,5,5,5,1,1,2,0.547023255378008
"5382",1,1,1,1,2,1,1,1,3,1,9,0.979128187755123
"5383",5,5,3,2,7,4,1,1,1,1,5,0.22382733412087
"5384",9,3,3,1,4,3,3,3,9,6,10,0.423095224192366
"5385",9,5,5,2,3,2,1,1,8,7,9,0.339790287893265
"5386",5,3,2,2,7,4,3,2,5,1,7,0.85231122141704
"5387",2,1,1,1,5,1,1,1,1,1,6,0.554594606859609
"5388",9,3,3,3,6,3,1,1,8,3,1,0.428045499837026
"5389",10,4,1,1,7,3,2,2,6,2,3,0.764638183405623
"5390",10,3,3,1,9,7,3,3,2,1,8,0.121991131687537
"5391",8,4,3,2,8,2,1,1,2,2,8,0.0111072107683867
"5392",5,1,1,1,1,1,1,1,2,1,4,0.177309032762423
"5393",7,6,4,3,1,1,1,1,6,3,10,0.405619404744357
"5394",6,5,5,2,6,3,1,1,10,2,3,0.664584482554346
"5395",1,1,1,1,5,1,1,1,9,8,6,0.62619923776947
"5396",10,4,4,3,1,1,1,1,6,2,1,0.96908569498919
"5397",6,6,1,1,2,2,1,1,1,1,4,0.376178740523756
"5398",5,3,2,2,9,5,3,1,5,4,4,0.871758894994855
"5399",1,1,1,1,1,1,1,1,7,6,10,0.779670164221898
"5400",5,4,1,1,1,1,1,1,6,2,3,0.932859423104674
"5401",8,6,5,3,6,6,3,3,1,1,1,0.283961130306125
"5402",4,3,3,3,1,1,1,1,2,1,3,0.303022883832455
"5403",6,5,5,3,10,3,1,1,10,10,6,0.631602051667869
"5404",7,7,6,1,5,4,3,3,9,6,10,0.971977511886507
"5405",2,1,1,1,8,2,2,1,8,3,6,0.276103126816452
"5406",9,4,2,2,8,8,2,1,5,5,7,0.478553898399696
"5407",2,1,1,1,9,1,1,1,9,8,1,0.276903006713837
"5408",7,1,1,1,10,9,8,2,4,2,7,0.774120553163812
"5409",6,3,2,2,4,2,1,1,8,6,8,0.311743258498609
"5410",4,2,2,1,8,3,1,1,3,1,7,0.678417064715177
"5411",4,4,3,1,8,3,3,2,4,1,8,0.948093175655231
"5412",5,3,1,1,10,2,2,1,6,6,3,0.704786617076024
"5413",6,6,6,3,1,1,1,1,2,1,4,0.419719081139192
"5414",10,10,1,1,1,1,1,1,4,1,4,0.425292587606236
"5415",7,6,5,5,8,6,2,1,9,8,5,0.894324049120769
"5416",1,1,1,1,4,1,1,1,10,6,2,0.214590033283457
"5417",6,3,2,2,2,1,1,1,3,3,1,0.767870978219435
"5418",6,6,2,2,6,1,1,1,4,2,4,0.205729045439512
"5419",9,6,2,1,6,3,2,1,5,3,8,0.444671199889854
"5420",5,1,1,1,10,6,1,1,4,3,5,0.620493030874059
"5421",9,4,2,1,10,9,3,2,7,1,3,0.0432728081941605
"5422",6,3,3,2,2,1,1,1,7,2,3,0.906959099462256
"5423",8,3,2,2,1,1,1,1,1,1,2,0.777030561119318
"5424",5,4,3,1,5,5,5,1,7,2,1,0.896065262844786
"5425",7,1,1,1,7,1,1,1,5,5,10,0.557281603571028
"5426",9,5,2,1,9,3,1,1,4,1,7,0.348763148067519
"5427",7,7,5,5,4,1,1,1,6,1,8,0.651347036473453
"5428",8,8,7,7,5,3,1,1,4,1,5,0.801634182920679
"5429",6,1,1,1,2,1,1,1,4,1,8,0.85694125527516
"5430",5,1,1,1,10,8,8,2,5,2,7,0.795224093832076
"5431",2,1,1,1,6,4,2,1,5,1,1,0.0050082691013813
"5432",9,8,4,1,4,2,2,1,7,7,8,0.0522475221659988
"5433",10,8,8,7,4,3,3,2,1,1,7,0.119042330421507
"5434",5,3,2,2,5,1,1,1,3,1,6,0.261277538025752
"5435",7,5,3,1,2,1,1,1,6,2,8,0.344748824834824
"5436",8,8,8,2,3,1,1,1,3,1,9,0.140466083306819
"5437",5,2,1,1,5,1,1,1,5,1,8,0.0382497969549149
"5438",8,2,2,1,7,2,1,1,4,2,6,0.463536103256047
"5439",7,3,3,1,6,1,1,1,2,1,1,0.510177307762206
"5440",1,1,1,1,7,5,2,1,2,1,5,0.33794712391682
"5441",9,1,1,1,4,1,1,1,7,6,8,0.1259294108022
"5442",4,2,1,1,7,7,7,4,6,3,1,0.810867806198075
"5443",4,2,1,1,1,1,1,1,5,4,1,0.834550620755181
"5444",4,3,3,1,10,7,4,1,4,1,1,0.133586114272475
"5445",5,4,3,3,6,6,5,2,9,8,3,0.972992789931595
"5446",7,1,1,1,1,1,1,1,5,4,1,0.504147253930569
"5447",4,4,3,1,2,1,1,1,2,1,6,0.000717898132279515
"5448",6,1,1,1,4,3,1,1,10,4,1,0.429627600125968
"5449",3,1,1,1,9,1,1,1,6,2,2,0.403541402425617
"5450",8,4,4,4,4,4,3,1,6,5,6,0.172393009066582
"5451",9,7,5,5,1,1,1,1,1,1,2,0.472878514090553
"5452",9,5,5,4,8,6,4,2,1,1,1,0.946148152463138
"5453",5,2,2,1,2,2,1,1,5,3,7,0.162847411818802
"5454",3,2,2,1,1,1,1,1,3,1,10,0.467654849169776
"5455",4,1,1,1,8,8,4,2,7,2,8,0.444237620802596
"5456",1,1,1,1,8,5,3,1,10,7,8,0.855586253805086
"5457",3,3,3,1,3,2,1,1,4,3,5,0.826908321352676
"5458",7,1,1,1,2,2,1,1,9,2,1,0.255345337092876
"5459",7,3,2,1,6,3,2,2,8,4,2,0.942445340333506
"5460",8,7,7,7,4,1,1,1,2,2,7,0.21702989237383
"5461",2,1,1,1,9,8,4,1,9,3,7,0.975431208964437
"5462",10,8,8,7,3,1,1,1,7,5,2,0.146193291526288
"5463",9,5,3,3,9,7,3,2,3,2,8,0.539367258315906
"5464",10,2,2,1,9,7,7,1,4,2,5,0.102773381629959
"5465",6,1,1,1,3,3,3,3,10,2,10,0.436417170567438
"5466",7,5,4,1,7,6,4,1,8,3,5,0.42541952105239
"5467",3,3,1,1,4,2,1,1,6,4,3,0.794027426047251
"5468",7,4,1,1,6,3,2,1,8,6,10,0.28681619069539
"5469",1,1,1,1,6,5,5,5,10,2,8,0.446884216507897
"5470",4,4,2,1,1,1,1,1,9,2,7,0.96047943411395
"5471",10,1,1,1,2,1,1,1,2,2,4,0.978186049964279
"5472",8,1,1,1,10,8,1,1,4,4,10,0.298627924639732
"5473",3,3,3,3,2,2,1,1,8,7,4,0.381402352591977
"5474",2,2,2,1,3,1,1,1,10,3,8,0.182837237603962
"5475",1,1,1,1,2,2,2,2,1,1,8,0.857552333502099
"5476",4,2,1,1,8,7,5,1,8,6,7,0.0521889147348702
"5477",8,2,1,1,3,1,1,1,1,1,6,0.18451976031065
"5478",3,1,1,1,6,4,2,1,9,1,1,0.455614540725946
"5479",2,2,2,2,1,1,1,1,4,1,1,0.191259871004149
"5480",2,1,1,1,2,1,1,1,9,7,2,0.876306551508605
"5481",6,3,3,1,10,1,1,1,9,2,9,0.997522075893357
"5482",3,3,3,3,3,1,1,1,7,5,2,0.857850368134677
"5483",2,2,1,1,5,4,3,1,2,1,10,0.628593895817176
"5484",8,4,3,1,5,4,3,2,5,1,9,0.060109616490081
"5485",6,2,1,1,8,1,1,1,7,7,7,0.973371989093721
"5486",1,1,1,1,2,2,2,1,1,1,2,0.709349456010386
"5487",10,7,5,4,4,1,1,1,9,8,4,0.61344424681738
"5488",7,3,1,1,5,2,1,1,10,9,2,0.163054129807279
"5489",2,2,1,1,9,8,7,2,10,3,5,0.103585965465754
"5490",1,1,1,1,10,10,7,7,4,1,10,0.290364638669416
"5491",6,5,5,1,4,2,2,2,1,1,10,0.425991225754842
"5492",8,5,3,2,3,1,1,1,2,2,7,0.942430276889354
"5493",10,9,2,1,1,1,1,1,5,4,8,0.32246434991248
"5494",2,2,2,1,6,2,1,1,7,7,3,0.754952171351761
"5495",4,4,1,1,4,1,1,1,2,1,3,0.425812328467146
"5496",10,5,4,3,4,2,1,1,1,1,6,0.403088780818507
"5497",2,1,1,1,1,1,1,1,10,10,3,0.207757677417248
"5498",9,6,3,1,4,3,1,1,10,3,8,0.814622457372025
"5499",10,7,7,4,9,9,7,3,1,1,9,0.68372192280367
"5500",10,9,6,1,9,4,1,1,3,1,2,0.505115134641528
"5501",1,1,1,1,6,3,1,1,1,1,4,0.113323871977627
"5502",5,1,1,1,4,3,3,3,9,7,9,0.506801845505834
"5503",8,1,1,1,2,2,1,1,8,8,4,0.354693154571578
"5504",9,4,1,1,7,3,2,1,10,1,3,0.300064673414454
"5505",9,4,2,1,8,2,2,2,9,5,5,0.384060584241524
"5506",5,2,2,1,9,2,2,2,9,9,4,0.967280708486214
